63.74887,73.37195
76.09453,60.26208
53.14027,107.17785
65.06007,57.30981
59.96390,30.23910
48.04650,59.18849
49.78467,127.66039
52.93968,27.87970
42.83819,45.64157
61.05493,72.61573
66.96958,58.25507
58.32050,78.48767
44.43592,131.39338
43.89986,131.25662
67.70190,72.90010
63.02017,31.48315
59.39847,41.47353
57.58911,53.40763
56.34855,43.79122
56.32077,90.49850
64.85075,126.71803
54.69477,54.38097
66.90103,62.78913
49.73600,129.90433
53.12834,35.01058
67.81735,80.03622
57.85417,38.52985
44.45472,136.00020
54.56120,22.22225
63.83477,123.38982
48.82152,132.88467
58.02270,39.01086
55.72524,37.33278
51.33928,60.16725
51.97317,126.47218
53.68309,35.78290
51.92005,120.59237
68.49323,66.14243
55.88088,34.71682
62.77093,77.42922
64.41139,173.94774
42.85824,132.79059
63.92050,73.38693
61.83328,30.83330
52.93193,158.77118
49.91722,40.18840
66.73087,66.26550
63.73747,64.77450
54.53442,21.05547
57.92552,56.83545
49.93033,36.95587
47.56333,134.87860
56.60552,105.84160
66.03288,74.08110
55.56183,38.12558
68.91853,58.87649
50.92428,115.96564
45.63024,63.29861
55.92651,37.23334
67.85917,60.52864
69.66790,84.41169
55.28593,89.45495
51.54338,113.42752
65.14203,56.04648
66.39323,136.62415
59.33665,63.31662
45.05087,36.06265
56.83333,28.28333
55.59602,43.13575
50.18828,51.15150
44.72029,37.83301
59.30457,36.57137
59.86827,30.25165
44.10668,46.46530
55.58945,84.98000
67.83418,80.65368
60.47584,30.28210
59.50700,66.52047
66.76580,70.70012
59.37678,69.84365
59.04320,80.83893
60.76940,28.19287
66.87602,79.68178
52.38326,50.46821
51.49102,65.80102
42.63607,41.91465
59.87000,78.52495
50.09682,113.61805
52.88072,113.50263
52.18533,45.35185
55.89510,37.43003
56.96255,27.80423
54.33942,21.31313
54.67082,32.07713
54.24947,155.81557
53.03203,32.39577
60.32575,68.95986
59.60137,69.35047
51.60177,45.59058
58.08113,33.28548
55.71338,36.86707
56.45860,43.50324
56.56520,48.22162
67.66753,124.10138
46.89787,142.74249
