59.44688,56.83618
56.16367,37.54360
51.09023,38.62490
50.88177,116.60932
45.02682,131.63767
53.99492,35.34941
67.11527,59.72770
45.07378,38.95082
59.70113,110.76562
56.76381,36.34138
70.16407,72.52676
65.88415,125.38473
67.97350,68.56050
66.59625,59.27250
43.06233,131.89082
44.36090,38.60815
57.90933,125.51265
49.54476,128.80764
59.19603,71.30845
60.66375,60.39717
44.93188,34.47865
56.94202,39.53253
55.68275,37.33367
67.16527,78.93832
55.81547,37.44145
65.46020,58.54280
65.96317,78.32811
47.41833,134.35675
76.93425,68.40293
49.22847,86.33015
55.53464,28.79052
48.61535,33.38608
56.62949,36.60899
46.04882,141.92480
59.57082,69.14100
50.17702,155.58437
56.72498,60.96493
54.89366,98.98587
63.69313,77.67758
66.82030,58.10928
56.39823,42.97835
55.98035,92.70478
60.80818,28.47727
67.48160,78.71420
60.43933,169.62205
59.47218,71.48038
67.57778,64.11302
60.64378,73.79870
43.31287,42.00165
47.97417,30.90565
52.77523,57.45893
47.04093,39.83887
56.84947,52.25817
59.97148,70.09098
51.12177,65.72071
55.72303,37.32288
49.42630,108.85415
66.65010,56.92213
61.72318,51.06612
60.73896,28.60987
64.23498,66.04321
48.97337,81.16778
61.02263,96.77557
55.88438,37.74410
60.52305,32.61917
52.49117,83.60577
61.94810,79.39768
65.98840,75.69813
63.63402,131.26825
52.20497,103.94337
67.36000,78.96302
59.39548,144.82002
55.62823,49.01545
44.54621,38.06044
62.25427,30.85215
69.26492,33.85095
68.28425,28.76528
55.57555,36.83317
50.83455,115.70671
44.42500,49.02556
66.31693,36.88050
55.38720,93.64484
60.85997,76.68508
54.14361,79.93292
51.61844,113.05167
69.07995,33.43508
42.75827,44.23610
62.96400,62.54510
55.95585,37.89235
52.40432,70.38843
52.50948,32.01601
44.92555,37.33423
44.99446,37.24338
64.00900,73.41778
52.65080,70.38262
64.31875,65.37125
62.79533,155.50372
65.84758,80.51365
56.00187,36.43398
59.21977,49.30357
55.80498,37.29547
49.11698,33.37315
50.87683,60.17548
57.19322,56.55172
68.71457,57.71927
64.93888,78.34037
55.01687,45.31377
48.94053,134.98080
66.82003,29.44632
66.01187,82.19193
50.04698,116.30915
60.72559,45.37835
52.26350,23.20868
54.78870,20.37222
57.56315,39.82291
47.60612,134.70975
44.78487,33.60394
61.98317,31.73252
65.02537,56.88852
60.39977,130.75652
64.95180,77.20298
57.52872,32.59436
60.59238,28.65377
63.22258,59.77850
64.66883,65.63532
62.32867,50.13417
69.01133,35.71177
62.75603,127.11651
42.84445,44.62492
48.12873,39.33753
50.75245,59.60093
50.58727,119.25707
53.78914,35.60797
52.00466,85.36236
55.72693,37.58980
44.60155,33.45040
64.16753,116.93418
60.16617,71.70607
60.96725,64.78192
55.50877,94.50485
49.90720,86.54425
59.04667,72.82058
45.03130,37.77865
55.72179,37.45949
62.77475,88.44022
60.00073,30.19863
56.86768,60.75325
44.89760,55.99773
44.15236,45.84774
78.10113,14.20478
62.05258,77.61058
47.98195,135.20857
55.59632,37.50337
58.83168,56.84990
57.60922,37.27915
68.36782,38.64492
53.05335,88.41873
67.49492,76.54093
50.39480,118.65740
51.83861,128.36076
44.95105,37.44321
62.87858,63.24903
61.73112,75.56755
58.07557,75.61848
55.99152,44.19580
45.34306,31.86556
67.97858,35.07464
66.85885,79.64727
55.86402,117.38278
62.79107,66.29853
45.19137,36.69455
53.68668,98.73418
68.54847,80.01146
57.14618,33.15777
65.77412,80.41838
71.17399,66.86453
62.96500,65.12735
57.09256,37.79731
68.01940,59.80910
65.74456,52.05892
45.69760,28.61878
51.04203,65.83462
48.61527,135.63278
66.78468,79.59303
49.99235,115.94917
60.44975,75.81552
50.36092,116.47997
52.72363,23.95358
60.17050,30.29602
49.18198,81.10440
54.77932,32.11697
54.85830,35.27098
54.10427,25.74728
46.47183,41.56286
55.82142,84.71292
60.84658,74.17855
57.91776,32.99360
47.19007,31.36867
42.13710,48.09997
71.00860,114.97175
66.32083,61.33002
67.79732,75.30012
52.20620,45.80642
65.14040,57.33623
67.67210,30.07067
50.54408,115.82760
44.94412,131.57035
55.81820,37.04730
54.45645,22.67017
69.43070,125.48487
60.59410,111.78555
63.84722,152.25918
52.93423,88.82331
46.37208,39.42488
53.95190,27.33758
67.00032,38.86380
51.80128,45.97323
44.80538,41.39153
55.76018,38.06943
52.77230,25.65937
55.73552,37.13238
62.99110,52.24207
56.46363,39.78675
62.24922,75.36840
51.81802,45.19117
66.78468,79.59303
48.642020,44.414320
48.728691,44.521998
48.762280,44.516566
48.789244,44.340222
48.804246,44.368315
48.924882,44.650376
55.750180,37.604060
66.78468,79.59303
60.13942,78.05933
60.93046,60.93761
66.83858,79.60677
62.93657,62.02370
60.82049,60.57613
62.09555,49.38683
69.37593,85.43245
62.17197,49.74238
56.40653,101.12390
64.33083,57.37203
59.76925,78.83510
56.03833,63.94167
60.74225,77.53357
61.03222,69.26812
58.45888,79.53171
59.35845,78.36040
62.99100,60.96647
65.06830,57.04748
65.62943,73.73562
59.04640,33.57473
65.07772,57.23225
59.87000,78.52495
69.50733,85.99327
59.96820,71.04345
43.39924,132.20461
69.46927,85.94080
63.08342,60.43142
69.60221,170.73387
66.87703,79.57328
66.01187,82.19193
63.17280,59.96692
69.71480,66.81683
62.60948,64.12828
65.86882,81.82805
51.89228,113.75390
68.48672,69.52172
65.78730,81.49488
64.57515,55.50658
58.29402,79.85583
64.31138,55.06112
65.61667,81.14388
57.10940,79.52680
56.52565,101.79193
58.32050,78.48767
62.84358,63.75380
43.07247,131.91977
60.61358,77.40993
69.19000,83.27833
63.91433,67.09408
59.62795,69.15417
57.76000,77.38667
57.77833,77.36667
59.85611,29.74944
57.08925,79.56193
63.65695,53.85612
63.64855,53.84983
63.4308 ,66.45115
52.94022,158.76398
59.57082,69.14100
59.57168,68.14515
57.46264,78.43419
58.39912,68.26363
63.20597,65.95907
67.8258 ,78.36205
45.39572,33.13193
58.16567,78.93080
57.02487,79.65258
62.47548,63.76712
59.20673,75.64248
49.91520,116.83898
62.86645,64.95467
57.82920,67.21022
65.88227,58.15630
60.06772,69.46340
62.87858,63.24903
61.02562,76.92705
61.07765,69.22418
55.24525,89.68028
56.16453,63.67910
60.48872,72.20627
65.86983,58.01615
67.81037,76.68320
59.54113,64.37355
61.71260,66.80658
59.50713,64.06965
60.72500,78.56215
51.07815,115.16928
63.93740,57.41547
60.67304,74.88914
60.71428,73.66329
59.33665,63.31662
59.43753,63.31562
52.21520,117.53057
59.12552,79.23950
62.28168,63.58748
61.25143,77.73447
59.12485,77.79015
57.67015,78.93805
65.66232,57.87890
63.51007,64.23827
51.67557,45.48857
62.20357,63.49633
57.25665,79.35648
60.55830,78.07242
66.08620,75.07765
69.29167,84.62500
62.96400,62.54510
48.04178,45.98446
56.62880,36.60724
44.56327,76.63938
47.80863,107.57521
54.37248,48.62908
47.77252,107.43882
53.73910,87.20565
52.64333,90.08713
53.71272,91.34500
56.68485,96.11967
55.59168,29.26307
55.59031,29.26341
45.73168,33.21135
53.68156,53.62583
44.90492,38.17665
55.85597,38.27148
58.41840,68.45252
44.70020,37.60265
68.40090,145.09437
69.33590,118.47952
53.16118,158.38373
46.61765,30.65628
55.75157,94.62862
51.76233,32.76990
45.16867,133.33145
48.75226,45.03360
53.96525,27.64837
49.62722,34.48828
55.21159,36.61989
43.38134,132.16956
55.18915,124.70615
53.58398,105.75211
52.73385,24.87558
53.95190,27.33758
56.14260,101.59491
55.87143,49.26384
55.86797,49.25908
55.76129,37.72185
59.89861,30.52361
56.33748,37.29708
55.79976,36.99598
